products_id,name,description,coin,price,product_image,impact_categories_id,created_at,updated_at,deleted_at
bc601a3e-513f-4ba5-b1ac-171d27489b90,Laci Daur Ulang,Laci yang terbuat dari bahan daur ulang.,30,900000,"""https://storage.googleapis.com/alterra-greeve/greeve/63355302-4eb9-4585-aabb-fb2cf36db1d3upcycle-furniture-ideas.jpg""","""14eb3066-5f5c-459b-a84a-c99cbbd114f9""",2024-06-01 16:00:00,,
e5da3310-6ec6-4b43-81c2-a6eb5a0538c8,Sepatu dengan Jejak Karbon Rendah,Sepatu dengan jejak karbon rendah.,25,750000,"""https://storage.googleapis.com/alterra-greeve/greeve/505e2f53-bffd-4d0b-9986-48c57aa51431seoarticle7desktop1-1645003305937.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/4b31515d-913e-4562-b17c-a398c7bf287aseoarticle7desktop2-1645003305957.webp""","""3655727a-e807-4fc1-bfad-6b7516c89b13""",2024-06-01 16:00:00,,
a10882e9-ef38-4796-bc25-f56ca2374fed,Cat Non-Toksik,Cat yang terbuat dari bahan alami dan tidak beracun.,18,80000,"""https://storage.googleapis.com/alterra-greeve/greeve/b354682c-0d94-4b60-8a5b-81ec3e68d71fimages (3).jpeg""","""4b1e1acd-570d-47d6-8d6a-ea2a277882cb"", ""1350c308-05e7-4d49-a5ad-3e92b00ecba9""",2024-06-01 16:00:00,,
0e1c5843-a637-4a92-bfa0-7c7342f51846,Kertas Daur Ulang,Kertas yang terbuat dari 100% bahan daur ulang.,5,12000,"""https://storage.googleapis.com/alterra-greeve/greeve/499b5dd0-1df5-4f50-a909-9cc297dd5dac5d1c5b4a544aa5b3ec360cc6db50b318.jpeg""","""078817ea-4fcf-4eeb-96b2-f10961826469"", ""1350c308-05e7-4d49-a5ad-3e92b00ecba9""",2024-06-01 16:00:00,,
de45d430-da60-4701-a51a-ffda02ba69c5,Tas Belanja yang Dapat Digunakan Kembali,Tas belanja yang kuat dan tahan lama yang terbuat dari bahan daur ulang.,7,24000,"""https://storage.googleapis.com/alterra-greeve/greeve/2603e2f9-26f8-44dc-8e8f-92f604f00dffTrashy_Smart_Bag_-_Unfolded.jpg""","""3ecbf571-79b6-452b-8626-c45e1a2ab671"", ""078817ea-4fcf-4eeb-96b2-f10961826469""",2024-06-01 16:00:00,,
9d1a9780-55e1-43c0-ba09-9e0b40e7cb81,Perawatan Kulit Organik,Produk perawatan kulit yang terbuat dari bahan organik.,10,445000,"""https://storage.googleapis.com/alterra-greeve/greeve/2290ad20-df4c-4bfd-8bb7-94283bf7f920regenerating-cleanser-main.webp""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
9376eb2d-b9b6-4674-b949-8e3bf42616f5,Cangkir Kopi yang Dapat Digunakan Kembali,Cangkir kopi yang dapat digunakan kembali yang terbuat dari bahan ramah lingkungan.,12,20000,"""https://storage.googleapis.com/alterra-greeve/greeve/2d11719e-b9b6-434f-b4a1-783b79ffd799no-brand_no-brand_full01.webp""","""3ecbf571-79b6-452b-8626-c45e1a2ab671""",2024-06-01 16:00:00,,
f0f542fb-4810-458a-b679-8f4ab4e08493,Batang Cokelat Perdagangan Adil,Batang cokelat yang terbuat dari kakao perdagangan adil.,15,25000,"""https://storage.googleapis.com/alterra-greeve/greeve/561cd4c0-3fbb-4578-87a0-b127b5a40220images (4).jpeg""","""e7f1ae18-bc65-4f29-a8c7-dd0c30ab3977"", ""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
fae8d2c5-8374-41e3-b2dc-f38ca67f1723,Sarung Ponsel Biodegradable,Sarung ponsel yang sepenuhnya dapat terurai.,9,65000,"""https://storage.googleapis.com/alterra-greeve/greeve/7101ef8d-d9c1-4ed3-a8ea-f46f5cec3d08images (5).jpeg""","""30fc3682-a674-42e1-b420-e16fcd0c85a5""",2024-06-01 16:00:00,,
23cf052f-26ce-4f99-b61c-6b1cba4e630e,Matras Yoga Ramah Lingkungan,Matras yoga yang terbuat dari bahan ramah lingkungan dan tidak beracun.,14,72000,"""https://storage.googleapis.com/alterra-greeve/greeve/8f317cad-8d3e-4341-a253-6d60a8334cb0REECH.jpeg""","""1350c308-05e7-4d49-a5ad-3e92b00ecba9"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
f5dac7fe-afb6-4eff-9203-68f6994be2db,Pembungkus Makanan yang Dapat Digunakan Kembali,Pembungkus yang terbuat dari lilin lebah dan katun organik.,6,15000,"""https://storage.googleapis.com/alterra-greeve/greeve/b95275d1-d50c-4365-a804-a0d86168bd3fHoneycombRoll1_1200x.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/a9e852d0-b485-4675-b45f-80a7078cf2b6BW.comPDPLifestyleImages_1000x1000px_19_1200x.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/a4a917b4-20e4-4150-a7a0-8437ef94c9853_29941402-9cba-4802-9f45-edbaaf64e64b_1200x.webp""","""3ecbf571-79b6-452b-8626-c45e1a2ab671"", ""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
644c996a-5407-416f-86a3-b8fa9233886f,Lampu Taman Tenaga Surya,Lampu taman yang bertenaga surya.,20,230000,"""https://storage.googleapis.com/alterra-greeve/greeve/d063a9c6-3ade-4df4-b05a-c0efab059a7761z7WoMtSnL.__AC_SY445_SX342_QL70_FMwebp_.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/b2aa4228-81ef-4d47-bd58-73c9bac47fe871hxa7Mtq+L._AC_SX679_.jpg""","""c0c85c1d-9bb3-4e4d-a2d4-13fd458f15bc"", ""0c30941d-a7fc-438f-8ab7-5bba4f1cf57f""",2024-06-01 16:00:00,,
30b3c9d3-3304-4da4-8cda-01052e385eb5,Alat Makan Kompos,Alat makan sekali pakai yang dapat terurai.,8,20000,"""https://storage.googleapis.com/alterra-greeve/greeve/24e88d99-d3ec-4f1e-a08a-433ec28542d741J7+D28yIL._SX342_SY445_.jpg""","""1cd52acc-f272-4aa8-8abd-e64fb288f64c""",2024-06-01 16:00:00,,
7ec87ad7-5380-438e-996d-dea7538d3b64,Dompet Daur Ulang,Dompet yang terbuat dari bahan daur ulang.,10,115000,"""https://storage.googleapis.com/alterra-greeve/greeve/c5e5cfd7-accc-4a33-a1e4-2173c1b1a3fcil_1588xN.1925528247_3zpq.webp""","""14eb3066-5f5c-459b-a84a-c99cbbd114f9""",2024-06-01 16:00:00,,
4f164404-0792-470c-89ee-3e48fd53e50c,Ransel dengan Jejak Karbon Rendah,Ransel dengan jejak karbon rendah.,25,800000,"""https://storage.googleapis.com/alterra-greeve/greeve/db2ab4ba-4865-4a11-bd99-86c15c057da0814-173-38113.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/732499c3-ccba-49b0-8f64-0220ce13e8f6814-173-38113_1.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/8f3f23bd-55f9-46f3-b46d-8ebeed584f6a814-173-38113_2.webp""","""3655727a-e807-4fc1-bfad-6b7516c89b13""",2024-06-01 16:00:00,,
0e65c6d4-15ab-435f-8b63-364df43fd70f,Tisu Pembersih Biodegradable,Tisu pembersih yang terbuat dari bahan yang dapat terurai.,5,18000,"""https://storage.googleapis.com/alterra-greeve/greeve/5fe5c383-3e39-41dc-9b40-eb0fabcbfe9agreenworks-wipes.webp""","""30fc3682-a674-42e1-b420-e16fcd0c85a5"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
4d1d4263-491f-4eb9-a9b3-e61c5ba812e5,Tas Sandwich yang Dapat Digunakan Kembali,Tas sandwich yang terbuat dari bahan yang tahan lama dan bisa dicuci.,6,12000,"""https://storage.googleapis.com/alterra-greeve/greeve/0da34de6-7fce-4df0-9d49-6fe9b9d48c8c81evah0JzDL.__AC_SX300_SY300_QL70_FMwebp_.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/d07e981e-fc49-4a67-9e9f-cce6ca76512371oFThg1eOL._AC_SX679_.jpg""","""3ecbf571-79b6-452b-8626-c45e1a2ab671""",2024-06-01 16:00:00,,
2dd4ca9b-d2e8-40c9-8a56-964c9db60106,Handuk Katun Organik,Handuk lembut yang terbuat dari katun organik.,8,25000,"""https://storage.googleapis.com/alterra-greeve/greeve/58a83c3d-2b7d-45e1-b188-674e9713f1feORIB-BLU_fddceb2b-aa79-4f09-bad8-c4fa3d7dffc6_768x.webp""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
2c0819d5-5c18-4954-b99a-f796e655f8f2,Deterjen Cucian Ramah Lingkungan,Deterjen cucian yang terbuat dari bahan alami.,10,30000,"""https://storage.googleapis.com/alterra-greeve/greeve/30aa05ec-6d97-4807-a1cb-a3ae04fc313cbest-eco-detergents-good-housekeeping-1624544533.png""","""1350c308-05e7-4d49-a5ad-3e92b00ecba9"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
4d844f6d-a1e1-44d4-8627-29ee6d06ec44,Vas Kaca Daur Ulang,Vas yang terbuat dari kaca daur ulang.,12,20000,"""https://storage.googleapis.com/alterra-greeve/greeve/03be69a9-6bfb-4b3b-aaeb-19c8262b53dfimages (6).jpeg""","""078817ea-4fcf-4eeb-96b2-f10961826469"", ""1350c308-05e7-4d49-a5ad-3e92b00ecba9""",2024-06-01 16:00:00,,
e3f27cb4-dcda-4114-b1aa-d1afd1e65ab3,Mainan Anak Non-Toksik,Mainan yang terbuat dari bahan yang tidak beracun dan aman.,15,45000,"""https://storage.googleapis.com/alterra-greeve/greeve/e6945979-9a10-4abc-b64c-bf6a8fa10f663416_-_Packshot_-_01.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/1c71b970-f061-4a45-bfc8-e146a04586683416_-_Packshot_-_02.webp""","""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
dfddfce8-553a-45da-b62a-80d3bc6f96ac,Teh Herbal Organik,Teh herbal yang terbuat dari bahan organik dan perdagangan adil.,8,22000,"""https://storage.googleapis.com/alterra-greeve/greeve/b1b9cea6-a5da-47a9-9bad-09dbe3e2aa00rs=w_600,h_600.webp""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd"", ""e7f1ae18-bc65-4f29-a8c7-dd0c30ab3977""",2024-06-01 16:00:00,,
7be7821a-c433-4597-bf94-a4e464cbc37e,Bantalan Penghapus Riasan yang Dapat Digunakan Kembali,"Bantalan yang terbuat dari katun organik, dapat digunakan kembali dan bisa dicuci.",6,15000,"""https://storage.googleapis.com/alterra-greeve/greeve/b3acfa7d-10bb-43cd-a2df-422b6db1af1441ecjg7T0pL._SY445_SX342_QL70_FMwebp_.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/82520c0e-2159-4bca-8f87-4c4558d6471e91h0aTKT2-L._SX466_.jpg""","""3ecbf571-79b6-452b-8626-c45e1a2ab671"", ""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
4895d8dd-0231-44dc-a3a5-a7ab395d1094,Masker Wajah Katun Organik,"Masker wajah yang terbuat dari 100% katun organik, lembut, bisa bernapas, dan nyaman untuk penggunaan sehari-hari. Masker ini dirancang untuk dapat digunakan kembali dan dicuci, mengurangi kebutuhan akan masker sekali pakai.",20,30000,"""https://storage.googleapis.com/alterra-greeve/greeve/38616064-57d5-46a5-b744-9e18cf851413face_mask_organic_cotton_13.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/93e2f710-6e28-4ad9-b5dc-a6b2fa77bc22face_mask_organic_cotton_9.jpg""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd"", ""3ecbf571-79b6-452b-8626-c45e1a2ab671""",2024-06-01 16:00:00,,
005c310b-015a-4075-b3b5-575b1feb14d6,Termostat Pintar,Termostat yang dapat diprogram yang menghemat energi dan uang.,50,1500000,"""https://storage.googleapis.com/alterra-greeve/greeve/7395c073-f751-4017-8662-3da92efe4511sZWtCnFaQH.webp""","""0c30941d-a7fc-438f-8ab7-5bba4f1cf57f""",2024-06-01 16:00:00,,
ba8150f4-103a-438a-8d14-90ad8dc46a30,Mesin Cuci Hemat Air,Mesin cuci yang hemat energi dan menghemat air.,70,3800000,"""https://storage.googleapis.com/alterra-greeve/greeve/d95092b9-6bf2-44e9-bf2e-81fa18a648ebasko-w2084cw_1.jpeg"", ""https://storage.googleapis.com/alterra-greeve/greeve/284813e4-e6e5-4546-97a8-5a92a1b89530asko-w2084cw_3.jpeg""","""0c30941d-a7fc-438f-8ab7-5bba4f1cf57f"", ""19ecd259-58f0-4b3c-ba6b-e16f03317048""",2024-06-01 16:00:00,,
9d73a948-298b-4896-8d43-2ad828cbd836,Lengan Laptop Denim Daur Ulang,Perlindungan laptop yang unik dan ramah lingkungan yang terbuat dari denim daur ulang.,40,250000,"""https://storage.googleapis.com/alterra-greeve/greeve/c37ba60a-952c-45b7-8d14-79a25a2a3c48Rimagined_Laptop_Sleeves_Checkered_Src_4_1800x1800.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/3b3a6921-b046-4e77-9a19-4d1c9f29cc82Rimagined_Laptop_Sleeves_Checkered_Src_8.webp""","""14eb3066-5f5c-459b-a84a-c99cbbd114f9""",2024-06-01 16:00:00,,
7e7a386a-c8c9-430c-b7d6-2e81f1bad678,Kaos Katun Organik Perdagangan Adil,Kaos katun organik yang bersumber secara etis dan berkelanjutan.,60,400000,"""https://storage.googleapis.com/alterra-greeve/greeve/271fe697-b266-404b-8f39-169819a59bc1front-FS01-WH__37153.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/0331be78-a4be-4d67-bb46-2cc18a9acd51fairtrade_white_t_2__30295.jpg""","""e7f1ae18-bc65-4f29-a8c7-dd0c30ab3977"", ""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
591c7cbe-3820-4ce1-991c-3294169f815b,Sabun Berbasis Tumbuhan,"Sabun yang dibuat dari bahan alami, bebas dari bahan kimia sintetis dan pewangi buatan. Lembut di kulit, cocok untuk semua jenis kulit, termasuk kulit sensitif.",35,180000,"""https://storage.googleapis.com/alterra-greeve/greeve/c41ebb0d-2ebc-49a6-b9ce-44af452dd01363aec880-1385-4edd-950e-763f339eb6ad.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/2aa2e341-7c9d-4e71-9ea1-ad8f3b0efae9a5c9b2a6-926e-44c3-8be1-7d2964081a37.jpg""","""1350c308-05e7-4d49-a5ad-3e92b00ecba9"",""4b1e1acd-570d-47d6-8d6a-ea2a277882cb"",""2d9c8fd2-8104-470f-a8d3-4ff34993fabd""",2024-06-01 16:00:00,,
aad3789d-706f-417a-ad86-2d8762d9ce3a,Lilin Kedelai,Lilin yang bersih terbakar dan berkelanjutan yang terbuat dari lilin kedelai.,28,150000,"""https://storage.googleapis.com/alterra-greeve/greeve/aea1114f-c3f9-4ed3-b0a7-1c635cfa875310ae8479-c692-4960-8b8e-8335548f093d.jpg""","""c0c85c1d-9bb3-4e4d-a2d4-13fd458f15bc"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
bddb97ac-1212-440a-ae73-00c89a1621b2,Wadah Persiapan Makanan Kaca,Wadah penyimpanan makanan yang tahan lama dan dapat digunakan kembali.,45,300000,"""https://storage.googleapis.com/alterra-greeve/greeve/fc50a02b-ace4-4b6e-872b-5a12543520f671oWCoV+sFL._AC_SX679_.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/a9e14f84-6978-44ab-82ca-2b2193871b5f8150MJRwgjL._AC_SY879_.jpg""","""3ecbf571-79b6-452b-8626-c45e1a2ab671""",2024-06-01 16:00:00,,
7a371522-d22e-431b-bf25-149e80809c27,Organizer Meja Bambu,Solusi organisasi meja yang berkelanjutan dan serbaguna.,32,350000,"""https://storage.googleapis.com/alterra-greeve/greeve/19a98ddb-7c04-4cd2-bfcc-70d0d62ab81e633f74d7ed5b7f6c86198e36-bamboo-desktop-organizer-home-office.jpg""","""c0c85c1d-9bb3-4e4d-a2d4-13fd458f15bc"", ""30fc3682-a674-42e1-b420-e16fcd0c85a5""",2024-06-01 16:00:00,,
627efc9c-a3bf-4850-b4fa-0eac1768d042,Cat Ramah Lingkungan,"Cat tidak beracun, rendah VOC yang terbuat dari bahan berkelanjutan.",50,500000,"""https://storage.googleapis.com/alterra-greeve/greeve/93a90f0a-8e21-4fe7-8f7d-e4f23bb9e7bdeggshell_paint_wb-800x800.jpg""","""1350c308-05e7-4d49-a5ad-3e92b00ecba9"", ""4b1e1acd-570d-47d6-8d6a-ea2a277882cb""",2024-06-01 16:00:00,,
719d7f9e-7ae5-4e8a-97fe-eda6dcf8a756,Kotak Makan Bambu,Kotak makan yang tahan lama dan dapat terurai yang terbuat dari bambu yang dapat diperbaharui.,35,220000,"""https://storage.googleapis.com/alterra-greeve/greeve/86ab5c9f-64ff-4768-b9de-d6e402a4783c71ohIptAImL._AC_UF894,1000_QL80_.jpg""","""c0c85c1d-9bb3-4e4d-a2d4-13fd458f15bc"", ""30fc3682-a674-42e1-b420-e16fcd0c85a5""",2024-06-01 16:00:00,,
8b99ccfa-8517-45bc-b7c5-fd4fd5a56b29,Sapu Plastik Daur Ulang,Sapu kokoh yang terbuat dari 100% plastik daur ulang untuk pembersihan nol limbah.,25,170000,"""https://storage.googleapis.com/alterra-greeve/greeve/91856227-4892-408d-8b48-70fcd60f30e6EZAHM37.webp""","""078817ea-4fcf-4eeb-96b2-f10961826469"",""1350c308-05e7-4d49-a5ad-3e92b00ecba9""",2024-06-01 16:00:00,,
868790b7-4439-49c4-b960-d48bde0fed0b,Lampu Teras Tenaga Surya,Manfaatkan energi terbarukan untuk menerangi ruang luar Anda.,60,550000,"""https://storage.googleapis.com/alterra-greeve/greeve/680ffddc-0275-469c-b2f8-0f92842dd0fe71VOmyQRn0L.__AC_SY445_SX342_QL70_FMwebp_.webp"", ""https://storage.googleapis.com/alterra-greeve/greeve/a2e14472-f661-4d22-86e4-67e97120dfc161xuY0H-eIL._AC_SX679_.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/60f95086-7144-4b12-8798-5055acfefd9b71yejp4eNPL._AC_SX679_.jpg""","""c0c85c1d-9bb3-4e4d-a2d4-13fd458f15bc"", ""0c30941d-a7fc-438f-8ab7-5bba4f1cf57f""",2024-06-01 16:00:00,,
0d4dc83a-6a0c-4d38-8ae0-8a0eba8c03dc,Kaus Kaki Katun Organik,"Kaus kaki yang terbuat dari 100% katun organik bersertifikat GOTS, memberikan kenyamanan dan ketahanan sambil tetap ramah lingkungan. Katun organik ditanam tanpa pestisida berbahaya atau pupuk sintetis, meningkatkan ekosistem yang lebih sehat. Kaus kaki ini juga dirancang untuk tahan lama, mengurangi frekuensi penggantian.",30,40000,"""https://storage.googleapis.com/alterra-greeve/greeve/b422f557-fb5f-4bbc-a2c5-649f01642310136311-a18e6b57f5fd4fa488aaaa859c1d891a_900x.webp""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd"", ""3ecbf571-79b6-452b-8626-c45e1a2ab671""",2024-06-01 16:00:00,,
66bcdf40-2544-4bec-b9be-0283a030e709,Sweter Katun Organik,Pakaian lembut dan berkelanjutan yang terbuat dari katun organik bersertifikat GOTS.,55,650000,"""https://storage.googleapis.com/alterra-greeve/greeve/eb0e7a1f-f54f-48a8-8fd3-cc94b629bcf6dg_organic_basics-men-organic_cotton-merch-sweatshirt-grey_melange-packshot-1.webp""","""2d9c8fd2-8104-470f-a8d3-4ff34993fabd"", ""e7f1ae18-bc65-4f29-a8c7-dd0c30ab3977""",2024-06-01 16:00:00,,
b677eb44-63be-4ffb-8741-8d155b912d21,Kepala Shower Hemat Air,Kurangi konsumsi air dengan kepala shower yang efisien ini.,45,400000,"""https://storage.googleapis.com/alterra-greeve/greeve/d559f50a-68c0-460a-be9f-7eb909e735e4ZZH_T27573A01_000_02.jpg"", ""https://storage.googleapis.com/alterra-greeve/greeve/ce1583ab-fbae-4afa-839c-d44732810d7fZZH_T27929A01_000_03.jpg""","""19ecd259-58f0-4b3c-ba6b-e16f03317048""",2024-06-01 16:00:00,,
7beeb22b-1928-4f72-8e9e-55525d792d89,Pot Bunga dari Ban Daur Ulang,Beri kehidupan baru pada ban bekas dengan pot bunga unik ini.,30,200000,"""https://storage.googleapis.com/alterra-greeve/greeve/e0ec28d3-9ed0-49e3-a898-ef497eca9c06Classic-Pot-L-Front.jpg""","""14eb3066-5f5c-459b-a84a-c99cbbd114f9""",2024-06-01 16:00:00,,
